Tweet_content,Sentiment score
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
Supporting the validity of the HIT-6 among chronic migraine patients. #doctors #hospital #Health #healthcareITâ€¦ https://t.co/THshl2FSpm,0
RT @DrNinaRadcliff: Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meet youâ€¦,2
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
RT @kelly_archives: Several reviews suggest that depression in early life may be a risk factor of #doctors #hospital #Health #healthcareITâ€¦,-2
RT @kelly_archives: Every person's health is intertwined with the health of everyone #doctors #hospital #Health #healthcareIT #eHealth #heaâ€¦,0
"RT @AFTER_MOUSE: At over 60 children's #hospitals, #childlife professionals engage young #patients with our PLAY #interactive touch table.â€¦",0
Every person's health is intertwined with the health of everyone #doctors #hospital #Health #healthcareIT #eHealthâ€¦ https://t.co/b5DBa8wMM5,0
Several reviews suggest that depression in early life may be a risk factor of #doctors #hospital #Healthâ€¦ https://t.co/Gkmf4OFRgg,-2
"#Coronavirus current #hospitalizations for the U.S. using @COVID19Tracking data.  
| #COVID19 | #SARSCoV2 |â€¦ https://t.co/Ll5dYZoq8F",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
@fredwalton216 Many #KansasCity area #hospital on diversion - all filled up due to #COVID19,0
RT @FinancialMirror: Eight private #hospital patients operated on for cataract but presented serious complications due to infection by a drâ€¦,-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
#Vinyltec2020 #Healthcare support. #Medical support #bloodbags #hospital supplies #VinylInstitute #Medicaldevices https://t.co/ni3FXdqg02,2
RT @JlemDateline: Senior #Palestinian Official With COVID-19 Fighting for His Life in #Israeli #Hospital | CBN News https://t.co/v7JDNccKQYâ€¦,0
RT @kelly_archives: Coordinated patient care and record administration in a high volume of occupational medicine #doctors #hospital #Healthâ€¦,1
Coordinated patient care and record administration in a high volume of occupational medicine #doctors #hospitalâ€¦ https://t.co/feoT3w9KAJ,1
#Racist #attack investigation reopened by #MetPolice - an officer asked her in #hospital if she was 'buying anythinâ€¦ https://t.co/lacja7HTp4,-2
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
UPDATE #COVID19 EAHP Resource Centre: #HospitalPharmacist &amp; doctor in specialist training in #hospital #pharmacy keâ€¦ https://t.co/rGeB5CNvNI,0
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"Is your #hospital experiencing a cash crunch due to lower patient volumes, elective procedure cancellations, and hiâ€¦ https://t.co/W0KbFUCco2",1
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
RT @JlemDateline: Senior #Palestinian Official With COVID-19 Fighting for His Life in #Israeli #Hospital | CBN News https://t.co/v7JDNccKQYâ€¦,0
RT @CleveClinicFL: #CleveClinicFL is more than just the a top #hospital in South Florida. @USNews also ranked us among the best hospitals iâ€¦,2
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
RT @JlemDateline: Senior #Palestinian Official With COVID-19 Fighting for His Life in #Israeli #Hospital | CBN News https://t.co/v7JDNccKQYâ€¦,0
RT @longlivebinjin: DAY 21 of #CLOYtober and here's my entry for #Hospital ðŸ¥ðŸ¥ðŸ¥ @cloysauce ðŸ‘©â€â¤ï¸â€ðŸ’‹â€ðŸ‘¨ https://t.co/mYpiJseixe,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
RT @AdaptiveRisks Developing a #cybersecurity strategy for #hospital and #healthcare networks is easier said than dâ€¦ https://t.co/jcoSpdDttV,1
RT @longlivebinjin: DAY 21 of #CLOYtober and here's my entry for #Hospital ðŸ¥ðŸ¥ðŸ¥ @cloysauce ðŸ‘©â€â¤ï¸â€ðŸ’‹â€ðŸ‘¨ https://t.co/mYpiJseixe,0
"@DJKoessler With 2nd and 3rd waves on their way. 

Coming soon #america to a #hospital near you #covid: The Returnâ€¦ https://t.co/Pl6dQDf3xi",0
DAY 21 of #CLOYtober and here's my entry for #Hospital ðŸ¥ðŸ¥ðŸ¥ @cloysauce ðŸ‘©â€â¤ï¸â€ðŸ’‹â€ðŸ‘¨ https://t.co/pqNPtKN18I https://t.co/mYpiJseixe,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"Wonderwink Women's Ponte Knit V-Neck Top
#medical #hospital #nurse #doctors #scrubs #wonderwinkscrubsâ€¦ https://t.co/uI1jN32GuM",1
"SAMHS general turns container into field hospital module

#Defence #Military #Security #SAMHS #Hospitalâ€¦ https://t.co/9ozWDw7OTF",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
@RoyalFreeNHS #hospital are not allowing visitors or people #accompanying #patients in to the hospital due toâ€¦ https://t.co/mNatcABANK,0
You know u are in a top class #hospital under #vigilant eyes when the butler wonâ€™t serve u &gt;than 1 cup Milo/day &amp;milk is #contraband,3
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @BaaghiTV: AC visits THQ Hospital Murree to inspect facilities
https://t.co/YgdW3WxgSu
#Murree #Hospital",0
"Healthcare Marketing in a Public Health Crisis, Be the Leader #hospital #crisiscommunications  #strategyâ€¦ https://t.co/wAQ4x3QW98",-1
Have You Completed a Hospital Marketing Department Audit?  #marketingaudit #pandemic #hospital #transformationâ€¦ https://t.co/JNcQEbvcf2,0
Four Basic Questions in Are You Ready for Hospital Price Transparency?  #pricetransparency #hospital #marketingâ€¦ https://t.co/HrTJesXUH6,1
"Building the Hospital 2021 Marketing Budget &amp; Plan â€“ Ten Key Strategies #marketing, #budget, #planning, #hospital,â€¦ https://t.co/h9wxCeIXgp",0
"AC visits THQ Hospital Murree to inspect facilities
https://t.co/YgdW3WxgSu
#Murree #Hospital",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"The new software technology introduced in @TalTech brings benefits to #hospital    
https://t.co/LhsFeEmLqz",1
RT @DrNinaRadcliff: Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meet youâ€¦,2
RT @DrNinaRadcliff: Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meet youâ€¦,2
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
#Covid risk tool can predict person's chance of being admitted to #hospital and dying from #virusâ€¦ https://t.co/4yftQ1Q81Q,-3
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
RT @DrNinaRadcliff: Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meet youâ€¦,2
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
RT @RebeccaMcClay: Would love all if all hospitals could do this #organic #farm on #hospital #rooftop thank you @happybcast for the story!â€¦,2
"ðŸ“¢Getting closer to the #webinar ""#COVID19: Practical examples of #Clinical &amp; #Hospital #harmacy Services for COVID-â€¦ https://t.co/arVgrKHCyN",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
RT @DrNinaRadcliff: Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meet youâ€¦,2
RT @PenPep: Don't normally post from #hospital day clinic where I get treatment every month. Yet is my reality #Covid19UK &amp; feel deep gratiâ€¦,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
RT @BMCMedicine: New #openaccess research from @kdhauck and colleagues: Adapting #hospital #capacity to meet changing demands during the #Câ€¦,0
RT @BMCMedicine: New #openaccess research from @kdhauck and colleagues: Adapting #hospital #capacity to meet changing demands during the #Câ€¦,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
New #openaccess research from @kdhauck and colleagues: Adapting #hospital #capacity to meet changing demands duringâ€¦ https://t.co/vORPgnJvHO,0
New #job: Driver Location: Tadcaster Salary: 9860.66pa - 9860.66pa ..  #driver #hospital #job #Wetherby,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"Developing a #cybersecurity strategy for #hospital and #healthcare networks is easier said than done. 
#threatâ€¦ https://t.co/MyvdNmyXkt",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
@M10DAC0R3 im kinda good heading to the #hospital,1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
Un trip surreal; INDEED* ðŸ’¥ #picoftheday #pictureoftheday #hospital #wtfmexicans #wtfmoment https://t.co/x6TneSp66X,1
RT @DrNinaRadcliff: Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meet youâ€¦,2
New #job: Driver Location: Cambridge Salary: Â£8.75ph - Â£8.75ph ..  #driver #hospital #job #cambridge,0
"RT @itskabhijeet: #Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road, afterâ€¦",-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
Happiest of #birthdays #angel. 9 years ago today at this time I was up &amp; ready 2 go to the #hospital 2 finally meetâ€¦ https://t.co/ev7nmSuBMr,2
RT @SupportivApp: A #hospital that will openly admit who runs it! #healthcare #haha! https://t.co/taJ4EHjlW7,1
RT @JlemDateline: Senior #Palestinian Official With COVID-19 Fighting for His Life in #Israeli #Hospital | CBN News https://t.co/v7JDNccKQYâ€¦,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"#Urgent #Bangalore #Oct21
#O+ve/Any blood donors
#3 year old child #Hospital- Aster CMI hospital, new airport road,â€¦ https://t.co/Ccf7q4HhLd",-1
"RT @euhospitals: For theÂ 8th #International #Hospital #Congress, @APDH_Portugal is hosting theÂ International Photo &amp; Video Contest - â€œ#Pandâ€¦",0
"Over 1,000 Liters Of Unsafely Stored #Fuel Were Just Seized Near #Hospital In #BeirutðŸ‡±ðŸ‡§... https://t.co/bAomjVXIPJ  @the961",0
RT @JlemDateline: Senior #Palestinian Official With COVID-19 Fighting for His Life in #Israeli #Hospital | CBN News https://t.co/v7JDNccKQYâ€¦,0
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"#SwiftPractice efficiently integrates all #hospital departments without #internet connection. 

Yes, you read rightâ€¦ https://t.co/mtNkolvUP6",2
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"Even if #patients discharged from #hospital are informed about the drug #therapy to follow, not everyone really undâ€¦ https://t.co/MwmOVQD93c",0
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
Senior #Palestinian Official With COVID-19 Fighting for His Life in #Israeli #Hospital | CBN News https://t.co/v7JDNccKQY via @CBNNews,0
#hospital #hospitality #hospitallife #hospitalitydesign #hospitals #hospitalsungaibuloh #hospitalfoodâ€¦ https://t.co/xwysDHcyqf,0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"New Logo, just the beginning, watch this space.

#medical #medicine #doctor #health #healthcare #covid #hospitalâ€¦ https://t.co/Z0WUXPzcEq",0
"Micro Mosquito Froceps
#surgical #surgery #medical #surgicalinstruments #surgeon #hospital #surgicaltechnologistâ€¦ https://t.co/G4Y6eBKCqT",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @Jerusalem_Post: A girl was hospitalized in critical condition at a Kfar Saba #hospital with #WestNile virus.

https://t.co/ARz9VL1yzY",-2
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
#Belgium postpones non-essential #hospital work because of #covid â€œtsunamiâ€ https://t.co/AD9PMFUwJa,1
"RT @Adreetanipa: Medicali - Medical HTML Theme https://t.co/DSCcXrEsIL
#clinic #corona #coronavirus #covid #disease #doctors #hospital #medâ€¦",0
A #hospital information system #HIS as a decoy for professionals? The managing director of the municipal #Hospitalâ€¦ https://t.co/NVs7KLqJR7,0
"RT @innoloft_net: You combine #data and #technologies to improve #patient #treatment, increase #hospital staff satisfaction or reduce #careâ€¦",2
"You combine #data and #technologies to improve #patient #treatment, increase #hospital staff satisfaction or reduceâ€¦ https://t.co/vvFkNzCv14",2
"Let Health be at your Reach.
#homecare #gooservices #nurseweek #healthcare #medicine #hospital #nurseproblems #loveâ€¦ https://t.co/OuVdNCb4ea",1
"#Nabarangpur: Locals Carry #PregnantWomanOnCot For 3 KMS To Reach #Hospital
https://t.co/GjmRagqAX1

#OdishaNews",0
"What the f**k...
#RatKing #Hospital #Seattle #PhotoMode https://t.co/XduB1c353r",0
"RT @Jerusalem_Post: A girl was hospitalized in critical condition at a Kfar Saba #hospital with #WestNile virus.

https://t.co/ARz9VL1yzY",-2
"A girl was hospitalized in critical condition at a Kfar Saba #hospital with #WestNile virus.

https://t.co/ARz9VL1yzY",-2
"RT @itskabhijeet: #Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422
#ICANSAVELâ€¦",-1
"#Urgent #Thane #Oct21
#Any blood group 
#Hospital- Jupiter hospital, Thane west
#Contact - Sanchita 9903215422â€¦ https://t.co/ft5z96sNvz",-1
"The CEO of Delaware's largest #hospital system, @JaniceNevinMD of @christianacare, discusses leading through theâ€¦ https://t.co/AEUfjqpvoM",1
"@ik_osakioduwa Lagoon is learning their lessons from Lagoon #Hospital, Apapa that got burnt down for not treating aâ€¦ https://t.co/3hwBSaogyT",0
"Professional #Commercial #PestControl Services - #Bangalore #Karnataka
#Hotels #Restaurants #Corporate #Hospitalâ€¦ https://t.co/KzV8zU93pJ",0
"FK065-36B Swirl ceiling diffuser
#Hospital #Medical #Room #MedicalBed #BedHead #HeadUnit #Aluminum #damperâ€¦ https://t.co/VUltwtnN3C",-1
Woman found alive in #Detroit funeral home later dies in #hospital https://t.co/o9JNO9exFp via @Yahoo #Michigan #horror #lawsuit,-1
#Secure your #financial #savings from #hospital #expenses. Click here https://t.co/GavqXf1cWF to know more. https://t.co/itgjo7ejNN,2
"RT @djgeniuswizlive: Save The Hospital I was Born In #Save #MERCY #Hospital #SAVEMERCY Needs To Trend .............  
@2PointHospital

I-Teâ€¦",1
"Save The Hospital I was Born In #Save #MERCY #Hospital #SAVEMERCY Needs To Trend .............  
@2PointHospital

Iâ€¦ https://t.co/xvn1HPtB8y",1
RT @CleveClinicFL: #CleveClinicFL is more than just the a top #hospital in South Florida. @USNews also ranked us among the best hospitals iâ€¦,2
#CleveClinicFL is more than just the a top #hospital in South Florida. @USNews also ranked us among the best hospitâ€¦ https://t.co/qGxoWxj5T9,2
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @BUMBLEance: The @BUMBLEance experience is like no other.... 

#KingBee Shaye enroute to #Hospital earlier onboard one of our @bumbleettâ€¦",1
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @sadegilad: #NagornoKarabakhWar

The #aftermath of the #Azerbaijan #airstrike targeting an #Armenian #Artsakh #military #hospital.

#Marâ€¦",-1
RT @ritakhoury10: #president #trump #hospital speech #WalterReedHospital #usa https://t.co/izZ3Qx1vbj,1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @Hospitalghosty: Read a good #book
#Jampacked full of #stories #hauntings #ghosts #demons and more in a #hospital #horror #collection #Pâ€¦",1
"RT @IrmaRaste: 3/ Identifying the needs of the #hospital system in the #pandemic, pivoting the existing resources &amp; developing actionable dâ€¦",0
"RT @sadegilad: #NagornoKarabakhWar

The #aftermath of the #Azerbaijan #airstrike targeting an #Armenian #Artsakh #military #hospital.

#Marâ€¦",-1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"What kind of #MALPRACTICE BULLSHIT IS THIS ðŸ¤¨ðŸ˜¡ðŸ˜¡ðŸ˜¡????!!!
#BlackLivesMatter
#blackwomenmatter
#Hospital
#AmarilloTexasâ€¦ https://t.co/CQPkc7A9Cg",-1
"RT @PlantShift: Vegan meals in hospitals from a vending machine.
Amazing move @Hillingdon 

#LoveLivingVegan #vegan #hospital #food https:/â€¦",1
RT @VoiceAbility: If you are being detained in #hospital then you have the legal right to #Advocacy support from an Independent #MentalHealâ€¦,2
"RT @PlantShift: Vegan meals in hospitals from a vending machine.
Amazing move @Hillingdon 

#LoveLivingVegan #vegan #hospital #food",1
"Vegan meals in hospitals from a vending machine.
Amazing move @Hillingdon 

#LoveLivingVegan #vegan #hospital #food https://t.co/WayLfpg76G",1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @LivHospitals: Congratulations to Edna Panambo, Senior A&amp;E Sister at the Royal #Hospital winner of @theRCN Outstanding Contribution to Eâ€¦",4
Does anybody in #Birmingham know who he is? He is currently in the #hospital https://t.co/PbCSRELZ1l,0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
Tonight saw the soft-reset of the @stjohnambulance #Hospital #Volunteering Working Groups. Huge thanks to everyoneâ€¦ https://t.co/G2MfScxq4V,1
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"RT @SDiaso: If Any #Protester Who Was #Shoot By The Combined Islamist #Fulani Nigeria #Military, &amp; Is Taken To Any #Hospital That Happenedâ€¦",0
"Over 11 protesters taken to #Reddington #hospital for #various #degrees of #gunshot #wounds 
.
.
#endsars #endswatâ€¦ https://t.co/ruG1Fp8kjN",-1
"RT @itskabhijeet: #Urgent #Bangalore #Oct20
#O+ve blood donor
#Hospital:- Manipal hospital, old Airport road, Domlur 
#Contact :- Shankaraâ€¦",-1
